placename,place_id;id_review,caption,timestamp,rati,rating,username,n_photo_user,url_user
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSUNjNFlxU2hnRRABGhZQSlpkTTJZM3lHZW1GTVVZSFY0bWp3,De los monumentos más emblemáticos de Badajoz.,Hace una semana,2020-03-23 13:24:53.755742,5.0,AARON GAMER PRO,13,0,https://www.google.com/maps/contrib/100006355400982252998?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSURzb1l5SFNREAEaFlV1OVJQdkFvWG5VUUQ5bUZtM290Y0E,,Hace 2 semanas,2020-03-23 13:24:53.756739,4.0,ivanveba,0,0,https://www.google.com/maps/contrib/105635964089457125217?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSURzalA3NUNREAEaFmgwN3BhdW9oUEc1Tk4tM2p1QkMwMFE,,Hace 3 semanas,2020-03-23 13:24:53.757736,5.0,Manuel Cordero Ojeda,0,0,https://www.google.com/maps/contrib/110839607804814738307?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSURzak9xbFhBEAEaFnJ3NG1FTS05YlVZQTNycWMyY3ZxdWc,Suele tener algo de tráfico por las tardes de día carriles en ambos lados y tiene un radar fijo la iluminación cambia de colores y en ambos lados tiene un paseo fluvial para pasear jugar ejercicio o para el perro con baños farolas y fuentes para tomar agua. El puente más nuevo de Badajoz hasta ahora .,Hace 3 semanas,2020-03-23 13:24:53.757736,3.0,Alejandro Bueno,0,0,https://www.google.com/maps/contrib/106347957837518381067?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSUNzbjUtWGlnRRABGhYxMHg2T3pBWnR1YVp2cHpoYTA2ZHdB,El puente más bonito de Badajoz sobre todo la iluminación de noche,Hace un mes,2020-03-23 13:24:53.758734,5.0,monterojm,0,0,https://www.google.com/maps/contrib/111606503372547954201?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSUNzMjk3NDd3RRABGhZmakZ5bUZvSkZwMG1VLXZob3l1TGVR,,Hace un mes,2020-03-23 13:24:53.759732,4.0,Jose M Reino Amador,5,0,https://www.google.com/maps/contrib/104030915886415662857?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSUNzM2Fua2hBRRABGhZFaVFOUHhCY0NsdEVjcU9jLVNYdEln,,Hace un mes,2020-03-23 13:24:53.760729,4.0,Ramon F.Carriles,0,0,https://www.google.com/maps/contrib/111584603680394926961?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSUNzOW9DQWlBRRABGhY4Wnc5NTJ6VlNHaThjb2VWSVRPOE1B,,Hace un mes,2020-03-23 13:24:53.761727,5.0,cruz blanco,0,0,https://www.google.com/maps/contrib/108786355970878047523?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSUNzMHF2VFF3EAEaFndyMzZMVWxqX2llbFNtdUV3bU1WSGc,,Hace un mes,2020-03-23 13:24:53.762726,5.0,Jose Antonio López,0,0,https://www.google.com/maps/contrib/100910811777809049620?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;"ChdDSUhNMG9nS0VJQ0FnSUNVLVlLam9nRRABGhZhbk1aelVicUVPLUVETTM4QjhjVXZ3,""Cuarto puente sobre el río Guadiana, inaugurado en 1994 por los Reyes de España de ahí su nombre. Puente atirantado formado por seis vanos de 32 metros, incluyendo los vuelos del tablero en los estribos totaliza una longitud de 452 metros. Con carril para bicicletas, sus vistas panorámicas son de una gran belleza. Animado al pasear."",Hace 2 meses,2020-03-23 13:24:53.762726,5.0,Lola peña Zamora,0,0,https://www.google.com/maps/contrib/104337018589879823387?hl=es-ES"
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSURNel92bUVnEAEaFmhOSTh5dmdhY0gxeGxNN3dGSmI2SFE,,Hace 2 meses,2020-03-23 13:24:53.763721,5.0,Jose Luis gonzalez martinez,0,0,https://www.google.com/maps/contrib/100462230480267944977?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSURNODR2WC1RRRABGhZqTDZ3YUNXU0tISzRxYUQxa1RkY0tB,,Hace 2 meses,2020-03-23 13:24:53.764718,4.0,UNAI V.B.,0,0,https://www.google.com/maps/contrib/104897485809382336572?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSURNdmFIME5REAEaFl9OSzBoakZsNEtyWmZrYmtBa3c5elE,,Hace 2 meses,2020-03-23 13:24:53.765720,4.0,Marina Blanco,26,0,https://www.google.com/maps/contrib/103402339072418207863?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSURNbmRyczF3RRABGhZ5bjY2UFpSNThjbkhrVmVwd1RVcV9B,,Hace 2 meses,2020-03-23 13:24:53.766712,5.0,Jose Antonio Pinto,0,0,https://www.google.com/maps/contrib/107583363744493095275?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSURNd2FQTVJREAEaFkpGOTlxR2xDNFB0VUdzNEVkWVlBS1E,(Traducido por Google) Linda Puente.  (Original) Linda Ponte.,Hace 2 meses,2020-03-23 13:24:53.767710,5.0,Fernando Gomes,0,0,https://www.google.com/maps/contrib/108608134540507971340?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChZDSUhNMG9nS0VJQ0FnSURNbXZTX1F3EAEaFl9TWnJyUDJHbjIzNjhsdlJ1QjFlR3c,Cuidao con el radar,Hace 2 meses,2020-03-23 13:24:53.768707,5.0,Chio Serrano,0,0,https://www.google.com/maps/contrib/104133144223801798213?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSURNa3ZMOTVBRRABGhZkWWJtZWhXVVdQQXJvWDZrcl9oQXFR,,Hace 2 meses,2020-03-23 13:24:53.768707,5.0,Pilar Hernán Sánchez,5,0,https://www.google.com/maps/contrib/114496431872517014196?hl=es-ES
Puente Real,ChIJwakTdBHkFg0RLeRVVsC8Zgo;ChdDSUhNMG9nS0VJQ0FnSUNNdDdDRTZBRRABGhZ3ZVRnRTRNRXR5NUpoWlBUYVM0dTln,,Hace 3 meses,2020-03-23 13:24:53.769704,3.0,Snx35,0,0,https://www.google.com/maps/contrib/116544423517115563918?hl=es-ES
