placename,place_id;id_review,caption,timestamp,rati,rating,username,n_photo_user,url_user
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;"ChdDSUhNMG9nS0VJQ0FnSUQwMnJXUnF3RRABGhZuWVZYVS1Fb3RTZlF4VExOLVJmUXNR,""La plaza con sus bares , un buen sitio para cenar o comer"",Hace 4 meses,2020-03-23 11:45:53.933654,5.0,c0nsuelo prietomuñoz,4,0,https://www.google.com/maps/contrib/117010942840870296917?hl=es-ES"
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChZDSUhNMG9nS0VJQ0FnSURrN2ZPeGN3EAEaFkxWNlNCX3Z5Y19oMEFnUS1kQTBVZVE,,Hace 8 meses,2020-03-23 11:45:53.934651,5.0,Regina Cardoso,0,0,https://www.google.com/maps/contrib/108375337734438623779?hl=es-ES
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChdDSUhNMG9nS0VJQ0FnSUNZNmVPQnJRRRABGhZvcWZNV1l5dEVLUzBsRDZYMVFCR3hR,,Hace 11 meses,2020-03-23 11:45:53.934651,5.0,Trung Lý Hữu,0,0,https://www.google.com/maps/contrib/105232889363361660022?hl=es-ES
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;"ChZDSUhNMG9nS0VJQ0FnSUNZNU5fY1JREAEaFnFnRmVNQ29rX0FHYVBmQTkyNFQ5Unc,""(Traducido por Google) Las Casas Coloridas que ocupan una parte importante de la bellísima Plaza Alta de Badajoz fueron construidas sobre las antiguas viviendas musulmanas junto a la muralla de la ciudad. El colorido y la decoración de las fachadas dan una hermosa dinámica estética a la plaza, un lugar muy agradable para una pausa en una terraza. Visita obligada.  (Original) As Casas Coloridas que ocupam uma parte importante da belíssima Praça Alta de Badajoz foram construídas sobre as antigas habitações muçulmanas junto à muralha da cidade. O colorido e decoração das fachadas dão uma bela dinâmica estética à praça, um local muito agradável para uma pausa numa esplanada. Visita obrigatória."",Hace 11 meses,2020-03-23 11:45:53.935648,5.0,Mário Correia,2119,0,https://www.google.com/maps/contrib/113188734017251816464?hl=es-ES"
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChZDSUhNMG9nS0VJQ0FnSUR3MkpTZ1lnEAEaFkNiMHdXVFlBNFZoUW5hMFRFUU1WNVE,,Hace un año,2020-03-23 11:45:53.936646,5.0,Santiago Vadillo,0,0,https://www.google.com/maps/contrib/100144208835254165586?hl=es-ES
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChZDSUhNMG9nS0VJQ0FnSUNBMkpfQkpREAEaFnNwZG02X1VobzVPUER0OGdlZ255Smc,,Hace un año,2020-03-23 11:45:53.937643,5.0,Jorge Guitián,0,0,https://www.google.com/maps/contrib/112424034718218667019?hl=es-ES
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChdDSUhNMG9nS0VJQ0FnSURneHZyb21nRRABGhZORy1KRGpzNmQwUEhZWDhJdHhqbUVB,unos de los monumentos más bonitos hay que verlo,Hace un año,2020-03-23 11:45:53.938640,5.0,ENRIQUETA MURILLO REMEDIOS,0,0,https://www.google.com/maps/contrib/103076864476695128819?hl=es-ES
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChZDSUhNMG9nS0VJQ0FnSUN3dXNib0dnEAEaFnlIdHBkNFBwZXhTR3pnSFRtTllrWmc,(Traducido por Google) Muy hermoso  (Original) Muito lindo,Hace un año,2020-03-23 11:45:53.938640,5.0,Cristiane Souza,0,0,https://www.google.com/maps/contrib/109724950690519115606?hl=es-ES
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChdDSUhNMG9nS0VJQ0FnSURncTQzbXp3RRABGhZSckJtVlkxaHNmY1BoR2xrUkRsbkJn,Visita obligada,Hace 2 años,2020-03-23 11:45:53.939638,5.0,Luis Reja,0,0,https://www.google.com/maps/contrib/106529386800653338909?hl=es-ES
Casas Coloradas,ChIJJ4d0SDTkFg0RG0xWXUwy1Xg;ChdDSUhNMG9nS0VJQ0FnSUNna2NuT2tRRRABGhZWcXVXX283WW5rNzlDVEJYWjBId05n,Un lugar para conocer.,Hace 2 años,2020-03-23 11:45:53.940660,5.0,Pedro Pablo Fuentes Díaz,0,0,https://www.google.com/maps/contrib/114504135313057094919?hl=es-ES
