placename,place_id;id_review,caption,timestamp,rati,rating,username,n_photo_user,url_user;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzaGFUU2l3RRABGhZZV3Jyb19RRnR4TS1aRWlOVERxcU1n,Lugar emblemático de la ciudad,Hace una semana,2020-03-23 13:33:12.394753,4.0,Carmelo Arellano Turmo,0,0,https://www.google.com/maps/contrib/101038203058912824914?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzaGRDWXRBRRABGhZxX2JmSy1jeTdqQnc4cEdCUTBRSHFn,,Hace una semana,2020-03-23 13:33:12.394753,5.0,jose luis camacho,4,0,https://www.google.com/maps/contrib/107390352147351499988?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzLVpleVpBEAEaFm92UjlxT3BpdG5CQkx4Ukd6MTAtYnc,,Hace una semana,2020-03-23 13:33:12.395755,5.0,Jesus Ares,1,0,https://www.google.com/maps/contrib/114438463068993485992?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzLWE3YzNnRRABGhZTYVJMbVMwdTRURWFETlBKVVpMTjRn,,Hace 2 semanas,2020-03-23 13:33:18.624953,5.0,Jose Antonio Portilla Ruiz,6,0,https://www.google.com/maps/contrib/101408127663623444012?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzLWZiZ0d3EAEaFjlJTTJHMkc3cXpCbUxUMkhKc0lYQkE,,Hace 2 semanas,2020-03-23 13:33:18.625950,5.0,Jacinto Burdalo Rodriguez,0,0,https://www.google.com/maps/contrib/115520429411377287234?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzMmQ2VTNnRRABGhY2UUtoLUo4b3hBN0ZpeklxSjF2ekpR,,Hace 2 semanas,2020-03-23 13:33:18.626946,3.0,MASAJISTA GRANADA fcoarboledamartin@gmail.es,2,0,https://www.google.com/maps/contrib/103169424703674233453?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzMmVhSTRRRRABGhZzNUlZN3VjMkFlMy1ZZ1VESkx0alFn,,Hace 2 semanas,2020-03-23 13:33:18.627948,5.0,Keti Carretero,4,0,https://www.google.com/maps/contrib/105658026243951460237?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzMmRLNU93EAEaFmVXU2NCMGJGcHdDTXlTU1dLcXZDa2c,,Hace 2 semanas,2020-03-23 13:33:18.628940,5.0,Richard GaLo,0,0,https://www.google.com/maps/contrib/107807517675113440739?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzbVo3SVBREAEaFmhCRERsbWh1Wk5TSHlXWGRiWlJNNEE,,Hace 2 semanas,2020-03-23 13:33:18.628940,5.0,Manuel Jesús León Collar,0,0,https://www.google.com/maps/contrib/113740035593973666025?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzNmZUMVBREAEaFkhucEtSdlhCbmZfTTA1MVNJR1VGenc,Porque es historico,Hace 2 semanas,2020-03-23 13:33:18.629943,5.0,Luisi Núñez,9,0,https://www.google.com/maps/contrib/104885311870325980344?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzcWI3RFFnEAEaFjczdDRhS01ZY0NlS3JFc3YzbUZtMmc,,Hace 2 semanas,2020-03-23 13:33:18.630936,4.0,Rafa C B,0,0,https://www.google.com/maps/contrib/104505466643374021240?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzeWRhbllREAEaFm95Y0FNcjF6YmVwNUVqcTQybmRlQkE,,Hace 2 semanas,2020-03-23 13:33:18.631938,5.0,José Manuel Rodríguez,0,0,https://www.google.com/maps/contrib/113471780627252396306?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzaVkyWUVREAEaFnl1N3h1TGxDSGZUSjhUc2VlYUR5VFE,,Hace 2 semanas,2020-03-23 13:33:18.631938,5.0,Alfonso Domínguez Gutierrez,1,0,https://www.google.com/maps/contrib/117659215704423051546?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzOGZmelB3EAEaFmdiT0E4ZWZzSWhjWnVfNVBOdUlPbkE,,Hace 2 semanas,2020-03-23 13:33:24.907372,5.0,David Martin Matito,0,0,https://www.google.com/maps/contrib/114825831375179579718?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzOGRUblNnEAEaFkhLUDNhODQzUHdUOGYyYm5pWGhmc0E,Todos conocemos la importancia de este lugar para Badajoz,Hace 2 semanas,2020-03-23 13:33:24.908369,4.0,Jonkipoormen Poor Men,7,0,https://www.google.com/maps/contrib/100752532124282559227?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzc2ZPZ2lBRRABGhZNUEQzRVBPYV9CSDdsTExYUkNSRW9R,,Hace 2 semanas,2020-03-23 13:33:24.909366,4.0,Ruben Gonzalez Gomez,0,0,https://www.google.com/maps/contrib/116514793105345490451?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURRM29qNFVBEAEaFlY3NHViS0VsY0w4eDQ3QTE3bW9vYXc,Todos los días paso por puerta de palma,Hace 2 semanas,2020-03-23 13:33:24.910364,5.0,mercedes santos fernandes,0,0,https://www.google.com/maps/contrib/103956651176411786277?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzb1l1aF9nRRABGhZyakloMXU1VmVrMC1XTHBXVER1REp3,,Hace 2 semanas,2020-03-23 13:33:24.911361,5.0,Laura Maria Martin Flores,0,0,https://www.google.com/maps/contrib/113093648519623365582?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzb1lLbHRBRRABGhZOYXUwYTJBVFk3M1ZmU3l6VEc5MVR3,,Hace 2 semanas,2020-03-23 13:33:24.911361,5.0,Miquel Blanch Vila,1,0,https://www.google.com/maps/contrib/113861022555339531949?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzb2R5dFFBEAEaFkEtZ1RneHM0ek8tbHpELWV2d21pVGc,,Hace 2 semanas,2020-03-23 13:33:24.912358,5.0,Erik Schmitteck,7,0,https://www.google.com/maps/contrib/103563009412279683353?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzd2V2S3VnRRABGhZqeFNHMWRPTVdzUkhUV0h2N1hnZW5n,,Hace 2 semanas,2020-03-23 13:33:24.913356,2.0,Angel Rojas,0,0,https://www.google.com/maps/contrib/116691817002905503180?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzX3RuVFZREAEaFmYzRUVGdHhHN0hkZ0QzRFVvakd5c0E,,Hace 2 semanas,2020-03-23 13:33:24.914353,5.0,Juan Carlos García,0,0,https://www.google.com/maps/contrib/114551494012959792627?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzdnNEQWtRRRABGhZlTDVPODNJUjJjc2FEbC1kNjYxNWNn,👍🏼,Hace 2 semanas,2020-03-23 13:33:24.915350,4.0,Gaizka _,0,0,https://www.google.com/maps/contrib/102764591363657437628?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzM3ZMMXV3RRABGhZGUC14Ql9BVG51aDd6SThBS20xdlZR,,Hace 2 semanas,2020-03-23 13:33:31.247102,5.0,Clarisa Herreras Diez,0,0,https://www.google.com/maps/contrib/109139873024568861718?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzN3MzR0tnEAEaFkpob3V0SmVGNzBJbEl6ZlhYWVhtSmc,,Hace 2 semanas,2020-03-23 13:33:31.247102,4.0,ROGERIO CAETANO,0,0,https://www.google.com/maps/contrib/118089957027252487581?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzcnBPQy1RRRABGhZhWnVxODFBdmVJaXBrb0lRdnpMS1R3,,Hace 2 semanas,2020-03-23 13:33:31.248100,4.0,Diego Montaño Cruz,0,0,https://www.google.com/maps/contrib/106036412119592883517?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzanNDMHJnRRABGhZHQUVFTDdabC13ZHRPY0V2RDZ4dHNn,,Hace 2 semanas,2020-03-23 13:33:31.249097,4.0,MARISA RODRIGUEZ CANO,5,0,https://www.google.com/maps/contrib/111934719505666201138?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzOXIyUkpnEAEaFkU2UXpRaVE4OFEzeVc1N205MHp3anc,Muy bonita,Hace 2 semanas,2020-03-23 13:33:31.250094,4.0,lucia gomez isidro,0,0,https://www.google.com/maps/contrib/116788669087091525023?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzMXFYSGNREAEaFldPbjFWeTU3Sjhtc0tTaWlJdWswVHc,,Hace 2 semanas,2020-03-23 13:33:31.251092,5.0,Maribel Narvaez Martin,0,0,https://www.google.com/maps/contrib/117378801184484907114?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzbG9QQkRnEAEaFkctOHNadXVsWm1tdWk5Q0pQYS12bVE,,Hace 2 semanas,2020-03-23 13:33:31.251092,5.0,Paula Maria Esteves,3,0,https://www.google.com/maps/contrib/102526169033537996148?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzcHFHWWlRRRABGhZ6bXNXMFpDY2p4cG41d0xlVUJnQzNB,,Hace 2 semanas,2020-03-23 13:33:31.252089,5.0,Rafael Molina Espinosa,18,0,https://www.google.com/maps/contrib/103201216520247724738?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzeHBXNDBnRRABGhY5anc2cWFNVnFmcWwxWUNPN25uWG5R,,Hace 2 semanas,2020-03-23 13:33:31.253087,5.0,Ramón García,1,0,https://www.google.com/maps/contrib/117486363089889820103?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzeHVIazl3RRABGhYtZHB5ZE1qUE80VjVHdWpQdDRrS0pR,Muy bonita.,Hace 2 semanas,2020-03-23 13:33:31.254084,5.0,Francisco Tejón,42,0,https://www.google.com/maps/contrib/108077704090257728302?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzaHFfbk53EAEaFm54aGVHT3BBWk9yak9oLW0yenJ2M2c,Una de las entradas antigua a la ciudad,Hace 3 semanas,2020-03-23 13:33:37.609748,5.0,Fernando Gonzalez,7,0,https://www.google.com/maps/contrib/117280922470083336894?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzaG9XOFJREAEaFmJEZ2Q4ODM3SU8zbzQ3Ymh3bTFVcnc,,Hace 3 semanas,2020-03-23 13:33:37.609748,5.0,Matilde Saez Suarez,12,0,https://www.google.com/maps/contrib/100379870334361216478?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzdXFQVW5RRRABGhZlYVRLZEFtdFRDQzFZSHNOejRPZ2x3,,Hace 3 semanas,2020-03-23 13:33:37.610745,4.0,Alba Lollipop,0,0,https://www.google.com/maps/contrib/111996088068630340436?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzMnNyUFB3EAEaFmZfLUF0dDIwZWFDd0s5QnB2N05sMlE,,Hace 3 semanas,2020-03-23 13:33:37.611743,5.0,Domingo España Mesa,3,0,https://www.google.com/maps/contrib/106499943734031099870?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzMnNqbFN3EAEaFnhPQjJLOG9aYmNJY2tWYUJ6Z1JTdWc,Precioso,Hace 3 semanas,2020-03-23 13:33:37.612740,5.0,Sandra Miròn Bravo,0,0,https://www.google.com/maps/contrib/114944043931223366818?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzbXY3cGtRRRABGhZhM01vZ0xkeWNySG5VRGRJMXo0RnJR,,Hace 3 semanas,2020-03-23 13:33:37.613737,4.0,Laly Morales Molina,2,0,https://www.google.com/maps/contrib/106428677417031854119?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzbXRiZEl3EAEaFlVFMGlFMzVWWEx2MVFkSWlLaFJlc0E,,Hace 3 semanas,2020-03-23 13:33:37.614734,5.0,Pedro Olaya,0,0,https://www.google.com/maps/contrib/109695488995197177234?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzbW9yWkRREAEaFmNEdnA3bGd5c3VrT2VjdW9XMUxNTVE,(Traducido por Google) Muy bonita  (Original) Muito bonita,Hace 3 semanas,2020-03-23 13:33:37.615732,4.0,Alvaro Queiroz Marchesan,49,0,https://www.google.com/maps/contrib/107696371066318148557?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzbXBMa2VBEAEaFnZ5eXIxOFVmSGhodmFQQmYxVzFLa0E,,Hace 3 semanas,2020-03-23 13:33:37.615732,4.0,Jenifer Sánchez,3,0,https://www.google.com/maps/contrib/111864450423407557304?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzcXJDMUZBEAEaFk9mRTBRUnlHMW15OENFb1JhUHNHc1E,Interesante puerta renacentista que delimitaba la zona de la muralla abaluartada de Badajoz,Hace 3 semanas,2020-03-23 13:33:37.616729,4.0,Mari Paz Fernández Giménez,0,0,https://www.google.com/maps/contrib/115512326562017310006?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzeXEzQWhRRRABGhZ3akFCWERZVUhNSHUwblZSUlBJRWxB,,Hace 3 semanas,2020-03-23 13:33:44.032803,5.0,Victor Gil,0,0,https://www.google.com/maps/contrib/110764637494571702249?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzeXR6dW1BRRABGhZjU1BNbnBXSGlacnBQQ2xNUVhjcW53,,Hace 3 semanas,2020-03-23 13:33:44.033800,4.0,Loren Eme,4,0,https://www.google.com/maps/contrib/117875429683457441590?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzeW95eDFRRRABGhZMbjJndl9JTFJVTTM1WTlYOUY3OFl3,Puerta de Badajoz mejor conservada,Hace 3 semanas,2020-03-23 13:33:44.034798,4.0,Maria Ramos Sansinena,0,0,https://www.google.com/maps/contrib/103969754830749495414?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzaXR2R0dnEAEaFng1cXg3SEFEbVZQR3BqN1JjR0xRU2c,,Hace 3 semanas,2020-03-23 13:33:44.035795,5.0,Merche Escudero,1,0,https://www.google.com/maps/contrib/102300344453531622738?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzaXJQMlRREAEaFmdlRUdBOHJKNW4wLXZXUGpaMTZlNHc,,Hace 3 semanas,2020-03-23 13:33:44.036793,4.0,francisco A,3,0,https://www.google.com/maps/contrib/110083392817136093978?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSUNZMTh5dDNBRRABGhZReE5OVDNrTGFtZkJBZ0trSG5pTmRB,Lugar emblemático de Badajoz Antigua puerta de entrada a Portugal,Hace 3 semanas,2020-03-23 13:33:44.037790,5.0,Jose Miguele,0,0,https://www.google.com/maps/contrib/117405915266961631953?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzMHAtakNnEAEaFlpEaWdSY2M2bUNPSFRLeVgwOG1lMXc,Un sitio precioso al que pudimos subir y ver unas vistas geniales del río.,Hace 3 semanas,2020-03-23 13:33:44.038787,5.0,Lara Calero,0,0,https://www.google.com/maps/contrib/102771917490285835929?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURza3RXcTRBRRABGhZ1cWgyVGZHVHhMYXRaQkJNekZ6ZXRB,Uno de esos sitios especiales de Badajoz,Hace 3 semanas,2020-03-23 13:33:44.039784,5.0,MAD Sañudo,0,0,https://www.google.com/maps/contrib/105318550054708164081?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURza3BuaGhnRRABGhYteGJScVdISmxhN3J2MFlJQ0hrakln,,Hace 3 semanas,2020-03-23 13:33:44.040782,5.0,Luís Valério,0,0,https://www.google.com/maps/contrib/104122755109221168502?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURza3J6VVVREAEaFjI5YTFkSlF3SmI2WnVJandfQm1PVVE,mitierra,Hace 3 semanas,2020-03-23 13:33:44.041779,5.0,Dolores Enrique Pinto,5,0,https://www.google.com/maps/contrib/104388783018938790088?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURza3FqRldBEAEaFllROU9fWmR0MmlqYVJXalNEekRnMlE,,Hace 3 semanas,2020-03-23 13:33:50.501174,4.0,Grazyna Royal,0,0,https://www.google.com/maps/contrib/108007517907608572174?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURza3ZEUmJnEAEaFmNGZks0QWtPUm53WlRfWTdDYU5yM2c,,Hace 3 semanas,2020-03-23 13:33:50.502171,5.0,Rafael,0,0,https://www.google.com/maps/contrib/104762167429863912654?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzb3ZpcVRBEAEaFjdHRTNQWFBId0ZwSHQxY3FmQXhtQ3c,,Hace 3 semanas,2020-03-23 13:33:50.503168,5.0,Jesus P.,0,0,https://www.google.com/maps/contrib/109663192962859890473?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChdDSUhNMG9nS0VJQ0FnSURzd3FtOGt3RRABGhY5TUN0OUItMGpjWnJHMkt1U0tPZ05B,Visitar en Badajoz,Hace 3 semanas,2020-03-23 13:33:50.504166,5.0,jose francisco garcia,0,0,https://www.google.com/maps/contrib/104281493632437838798?hl=es-ES;
Puerta de Palmas,ChIJZwFNzznkFg0RhWPmMybIfQg;ChZDSUhNMG9nS0VJQ0FnSURzZ3Ezb0R3EAEaFnZjMG5EZDljeU1Vek9sWnEyT2JmT2c,Por la noche es genial!,Hace 3 semanas,2020-03-23 13:33:50.505163,4.0,Mimi Dimitrova,5,0,https://www.google.com/maps/contrib/104849166668168705077?hl=es-ES;
